Heure,IP source,IP destination,Flag,Seq,Length
11:42:11.613471,BP-Linux8.ssh,192.168.190.130.50245:,[P.],"1:1419,","0
"
11:42:11.633335,192.168.190.130.50245,BP-Linux8.ssh:,[.],"1419:2837,","46
"
11:42:12.139884,BP-Linux8.58089,ns1.lan.rt.domain:,[P.],"2837:4210,","0
"
11:42:12.173118,ns1.lan.rt.domain,BP-Linux8.58089:,[.],"195:288,","64
"
11:42:12.641363,ec2-35-166-112-194.us-west-2.compute.amazonaws.com.https,BP-Linux8.48702:,[P.],"288:451,","64
"
11:42:12.641546,BP-Linux8.48702,ec2-35-166-112-194.us-west-2.compute.amazonaws.com.https:,[.],"451:877,","100
"
11:42:12.685378,192.168.190.130.50245,BP-Linux8.ssh:,[.],"4210:4502,","0
"
11:42:12.685733,BP-Linux8.ssh,192.168.190.130.50245:,[.],"4502:4571,","64
"
11:42:12.689481,BP-Linux8.ssh,192.168.190.130.50245:,[P.],"4571:4609,","64
"
11:42:12.689514,BP-Linux8.ssh,192.168.190.130.50245:,[.],"877:915,","100
"
11:42:12.689549,BP-Linux8,192.168.115.1:,[.],"4609:5279,","0
"
11:42:12.689691,192.168.115.1,BP-Linux8:,[.],"5279:6697,","64
"
11:42:12.689741,BP-Linux8.ssh,192.168.190.130.50245:,[P.],"6697:8115,","64
"
11:42:12.689769,BP-Linux8.ssh,192.168.190.130.50245:,[.],"8115:9533,","100
"
11:42:12.705320,192.168.190.130.50245,BP-Linux8.ssh:,[.],"9533:10020,","0
"
11:42:12.705471,BP-Linux8.50542,ns1.lan.rt.domain:,[.],"10020:11438,","64
"
11:42:12.708725,BP-Linux8.51712,server-54-230-114-73.mrs52.r.cloudfront.net.https:,[P.],"11438:12856,","64
"
11:42:12.709305,192.168.190.130.50245,BP-Linux8.ssh:,[.],"12856:14274,","100
"
11:42:12.709323,192.168.190.130.50245,BP-Linux8.ssh:,[.],"14274:15692,","0
"
11:42:12.709342,192.168.190.130.50245,BP-Linux8.ssh:,[.],"15692:17110,","64
"
11:42:12.709411,192.168.190.130.50245,BP-Linux8.ssh:,[P.],"17110:18528,","64
"
11:42:12.715072,server-54-230-114-73.mrs52.r.cloudfront.net.https,BP-Linux8.51712:,[.],"18528:19946,","100
"
11:42:12.726330,ec2-34-211-70-226.us-west-2.compute.amazonaws.com.https,BP-Linux8.54473:,[P.],"19946:21364,","0
"
11:42:12.726464,BP-Linux8.54473,ec2-34-211-70-226.us-west-2.compute.amazonaws.com.https:,[.],"21364:22782,","0
"
11:42:12.756150,ns1.lan.rt.domain,BP-Linux8.50542:,[P.],"22782:24200,","0
"
11:42:12.756373,BP-Linux8.39368,ns1.lan.rt.domain:,[P.],"24200:25618,","64
"
11:42:12.756926,ns1.lan.rt.domain,BP-Linux8.39368:,[.],"25618:27036,","64
"
11:42:12.820101,ec2-35-166-112-194.us-west-2.compute.amazonaws.com.https,BP-Linux8.48702:,[.],"27036:28454,","100
"
11:42:12.820113,BP-Linux8.48702,ec2-35-166-112-194.us-west-2.compute.amazonaws.com.https:,[P.],"28454:29872,","0
"
11:42:12.904414,ec2-34-211-70-226.us-west-2.compute.amazonaws.com.https,BP-Linux8.54473:,[P.],"29872:31290,","0
"
11:42:12.904425,BP-Linux8.54473,ec2-34-211-70-226.us-west-2.compute.amazonaws.com.https:,[.],"31290:32708,","0
"
11:42:13.502107,BP-Linux8.48782,server-54-230-114-122.mrs52.r.cloudfront.net.https:,[P.],"32708:34126,","64
"
11:42:13.508523,server-54-230-114-122.mrs52.r.cloudfront.net.https,BP-Linux8.48782:,[P.],"34126:35544,","64
"
11:42:13.508705,server-54-230-114-122.mrs52.r.cloudfront.net.https,BP-Linux8.48782:,[P.],"35544:36962,","100
"
11:42:13.508709,BP-Linux8.48782,server-54-230-114-122.mrs52.r.cloudfront.net.https:,[P.],"36962:38380,","0
"
11:42:13.688767,BP-Linux8,192.168.115.1:,[P.],"38380:39798,","0
"
11:42:13.688876,192.168.115.1,BP-Linux8:,[.],"39798:41216,","0
"
11:42:13.688952,BP-Linux8.ssh,192.168.190.130.50245:,[S],"41216:42634,","64
"
11:42:13.709324,192.168.190.130.50245,BP-Linux8.ssh:,[.],"42634:42711,","64
"
11:42:13.709492,BP-Linux8.55923,ns1.lan.rt.domain:,[P.],"915:961,","100
"
11:42:13.737055,ns1.lan.rt.domain,BP-Linux8.55923:,[.],"961:1421,","0
"
11:42:13.737200,BP-Linux8.45779,ns1.lan.rt.domain:,[.],"1421:1549,","0
"
11:42:13.780454,ns1.lan.rt.domain,BP-Linux8.45779:,[.],"42711:43111,","0
"
11:42:13.780686,BP-Linux8.44425,ns1.lan.rt.domain:,[P.],"43111:44529,","64
"
11:42:13.807799,ns1.lan.rt.domain,BP-Linux8.44425:,[.],"44529:45947,","64
"
11:42:14.688755,BP-Linux8,192.168.115.1:,[P.],"45947:47365,","100
"
11:42:14.688879,192.168.115.1,BP-Linux8:,[.],"47365:48783,","0
"
11:42:14.688957,BP-Linux8.ssh,192.168.190.130.50245:,[P.],"48783:50201,","248
"
11:42:14.709442,192.168.190.130.50245,BP-Linux8.ssh:,[P.],"50201:51619,","0
"
11:42:15.688755,BP-Linux8,192.168.115.1:,[P.],"51619:53037,","831
"
11:42:15.688879,192.168.115.1,BP-Linux8:,[P.],"53037:54455,","38
"
11:42:15.688951,BP-Linux8.ssh,192.168.190.130.50245:,[P.],"54455:55873,","0
"
11:42:15.709422,192.168.190.130.50245,BP-Linux8.ssh:,[P.],"55873:57291,","0
"
11:42:16.688765,BP-Linux8,192.168.115.1:,[.],"57291:58709,","153
"
11:42:16.688893,192.168.115.1,BP-Linux8:,[P.],"58709:60127,","38
"
11:42:16.688978,BP-Linux8.ssh,192.168.190.130.50245:,[.],"60127:61545,","0
"
11:42:16.709308,192.168.190.130.50245,BP-Linux8.ssh:,[P.],"61545:62963,","46
"
11:42:17.688754,BP-Linux8,192.168.115.1:,[P.],"62963:64381,","104
"
11:42:17.688874,192.168.115.1,BP-Linux8:,[.],"64381:65799,","503
"
11:42:17.688952,BP-Linux8.ssh,192.168.190.130.50245:,[.],"65799:67217,","38
"
11:42:17.709415,192.168.190.130.50245,BP-Linux8.ssh:,[.],"67217:68635,","46
"
11:42:18.180745,BP-Linux8.37231,par21s05-in-f131.1e100.net.http:,[.],"68635:70053,","0
"
11:42:18.192458,par21s05-in-f131.1e100.net.http,BP-Linux8.37231:,[P.],"70053:71471,","0
"
11:42:18.725309,BP-Linux8,192.168.115.1:,[P.],"71471:72889,","0
"
11:42:18.725433,192.168.115.1,BP-Linux8:,[.],"72889:74307,","0
"
11:42:18.726941,BP-Linux8.ssh,192.168.190.130.50245:,[.],"74307:75725,","194
"
11:42:18.745319,192.168.190.130.50245,BP-Linux8.ssh:,[P.],"75725:77143,","0
"
11:42:19.524740,BP-Linux8.43717,82.221.107.34.bc.googleusercontent.com.http:,[.],"77143:78561,","1418
"
11:42:19.536654,82.221.107.34.bc.googleusercontent.com.http,BP-Linux8.43717:,[.],"78561:79979,","0
"
11:42:19.726414,BP-Linux8,192.168.115.1:,[.],"79979:81397,","1418
"
11:42:19.726529,192.168.115.1,BP-Linux8:,[.],"1549:1595,","0
"
11:42:19.726599,BP-Linux8.ssh,192.168.190.130.50245:,[P.],"81397:82815,","1373
"
11:42:19.745328,192.168.190.130.50245,BP-Linux8.ssh:,[.],"82815:84233,","0
"
11:42:20.388750,BP-Linux8.34621,93.184.220.29.http:,[.],"84233:85651,","93
"
11:42:20.396013,93.184.220.29.http,BP-Linux8.34621:,[.],"85651:87069,","163
"
11:42:20.725412,BP-Linux8,192.168.115.1:,[P.],"87069:88487,","426
"
11:42:20.725525,192.168.115.1,BP-Linux8:,[.],"88487:89905,","292
"
11:42:20.725665,BP-Linux8.ssh,192.168.190.130.50245:,[.],"89905:91323,","69
"
11:42:20.745304,192.168.190.130.50245,BP-Linux8.ssh:,[.],"91323:92741,","38
"
11:42:21.252747,BP-Linux8.42612,server-54-230-114-7.mrs52.r.cloudfront.net.https:,[.],"92741:94159,","0
"
11:42:21.259131,server-54-230-114-7.mrs52.r.cloudfront.net.https,BP-Linux8.42612:,[P.],"94159:95577,","38
"
11:42:21.724747,BP-Linux8,192.168.115.1:,[.],"95577:96995,","0
"
11:42:21.724869,192.168.115.1,BP-Linux8:,[.],"96995:98413,","670
"
11:42:21.724950,BP-Linux8.ssh,192.168.190.130.50245:,[.],"98413:99831,","1418
"
11:42:21.745290,192.168.190.130.50245,BP-Linux8.ssh:,[P.],"99831:101249,","0
"
11:42:22.301678,BP-Linux8.60493,ns1.lan.rt.domain:,[.],"101249:102667,","1418
"
11:42:22.301694,BP-Linux8.60493,ns1.lan.rt.domain:,[.],"102667:104085,","1418
"
11:42:22.302602,ns1.lan.rt.domain,BP-Linux8.60493:,[.],"104085:105503,","0
"
11:42:22.304574,BP-Linux8.41767,par21s04-in-f4.1e100.net.https:,[.],"105503:106921,","487
"
11:42:22.306995,ns1.lan.rt.domain,BP-Linux8.60493:,[P.],"106921:108339,","1418
"
11:42:22.316453,par21s04-in-f4.1e100.net.https,BP-Linux8.41767:,[.],"108339:109757,","0
"
11:42:22.316927,BP-Linux8.41767,par21s04-in-f4.1e100.net.https:,[.],"109757:111175,","1418
"
11:42:22.317039,BP-Linux8.41767,par21s04-in-f4.1e100.net.https:,[.],"111175:112593,","1418
"
11:42:22.328772,par21s04-in-f4.1e100.net.https,BP-Linux8.41767:,[P.],"112593:114011,","0
"
11:42:22.328889,par21s04-in-f4.1e100.net.https,BP-Linux8.41767:,[.],"114011:115429,","1418
"
11:42:22.337810,par21s04-in-f4.1e100.net.https,BP-Linux8.41767:,[.],"115429:116847,","1418
"
11:42:22.338187,par21s04-in-f4.1e100.net.https,BP-Linux8.41767:,[P.],"116847:118265,","0
"
11:42:22.338212,BP-Linux8.41767,par21s04-in-f4.1e100.net.https:,[.],"118265:119683,","1418
"
11:42:22.338306,par21s04-in-f4.1e100.net.https,BP-Linux8.41767:,[P.],"119683:121101,","1418
"
11:42:22.339338,par21s04-in-f4.1e100.net.https,BP-Linux8.41767:,[P.],"121101:122519,","0
"
11:42:22.339463,par21s04-in-f4.1e100.net.https,BP-Linux8.41767:,[.],"122519:123937,","1418
"
11:42:22.339580,par21s04-in-f4.1e100.net.https,BP-Linux8.41767:,[P.],"123937:125355,","1418
"
11:42:22.339836,BP-Linux8.41767,par21s04-in-f4.1e100.net.https:,[P.],"125355:126773,","0
"
11:42:22.356524,par21s04-in-f4.1e100.net.https,BP-Linux8.41767:,[.],"126773:128191,","1418
"
11:42:22.380854,BP-Linux8.53928,ns1.lan.rt.domain:,[.],"128191:129609,","1418
"
11:42:22.380871,BP-Linux8.53928,ns1.lan.rt.domain:,[P.],"129609:131027,","0
"
11:42:22.386390,ns1.lan.rt.domain,BP-Linux8.53928:,[P.],"131027:132445,","1418
"
11:42:22.386558,ns1.lan.rt.domain,BP-Linux8.53928:,[.],"132445:133863,","1418
"
11:42:22.386720,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"133863:135281,","0
"
11:42:22.398666,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[P.],"135281:136699,","1418
"
11:42:22.398682,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"136699:138117,","1418
"
11:42:22.398835,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"138117:139535,","0
"
11:42:22.410742,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"139535:140953,","1418
"
11:42:22.415971,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"140953:142371,","1418
"
11:42:22.415979,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"142371:143789,","0
"
11:42:22.416082,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[P.],"143789:145207,","1418
"
11:42:22.416086,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"145207:146625,","1418
"
11:42:22.416103,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"146625:148043,","0
"
11:42:22.416106,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"148043:149461,","1418
"
11:42:22.427190,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"149461:150879,","1418
"
11:42:22.427907,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"150879:152297,","0
"
11:42:22.427974,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[P.],"152297:153715,","1418
"
11:42:22.439279,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"153715:155133,","1418
"
11:42:22.439795,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"155133:156551,","0
"
11:42:22.439918,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"156551:157969,","77
"
11:42:22.443997,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"157969:159387,","46
"
11:42:22.448892,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"159387:160805,","0
"
11:42:22.460696,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"160805:162223,","460
"
11:42:22.503649,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"162223:163641,","128
"
11:42:22.503794,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[P.],"163641:165059,","0
"
11:42:22.503803,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"165059:166477,","0
"
11:42:22.503811,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"166477:167895,","400
"
11:42:22.503814,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"167895:169313,","1418
"
11:42:22.503818,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"169313:170731,","0
"
11:42:22.503819,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"170731:172149,","1418
"
11:42:22.504367,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[P.],"172149:173567,","1418
"
11:42:22.504373,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"173567:174985,","0
"
11:42:22.504674,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"174985:176403,","1418
"
11:42:22.504680,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"176403:177821,","1418
"
11:42:22.504683,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"177821:179239,","0
"
11:42:22.505253,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"179239:180657,","1418
"
11:42:22.505381,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"180657:182075,","1418
"
11:42:22.505386,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[P.],"182075:183493,","0
"
11:42:22.505393,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"183493:184911,","1418
"
11:42:22.506146,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"184911:186329,","1418
"
11:42:22.506153,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[P.],"186329:187747,","0
"
11:42:22.506281,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"187747:189165,","1418
"
11:42:22.506285,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"189165:190583,","1418
"
11:42:22.506288,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"190583:192001,","0
"
11:42:22.507039,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[P.],"192001:193419,","1418
"
11:42:22.507171,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"193419:194837,","1418
"
11:42:22.507177,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"194837:196255,","0
"
11:42:22.507185,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"196255:197673,","1418
"
11:42:22.507935,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"197673:199091,","1418
"
11:42:22.507942,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"199091:200509,","0
"
11:42:22.508040,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"200509:201927,","1418
"
11:42:22.508064,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[P.],"201927:203345,","1418
"
11:42:22.508067,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"203345:204763,","0
"
11:42:22.508823,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"204763:206181,","1418
"
11:42:22.508957,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"206181:207599,","1418
"
11:42:22.508962,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"207599:209017,","1418
"
11:42:22.508969,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"209017:210435,","1418
"
11:42:22.515645,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"210435:211853,","0
"
11:42:22.515654,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[P.],"211853:213271,","1418
"
11:42:22.515761,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"213271:214689,","1418
"
11:42:22.515774,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"214689:216107,","0
"
11:42:22.515778,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"216107:217525,","1418
"
11:42:22.516180,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"217525:218943,","1418
"
11:42:22.516185,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"218943:220361,","1418
"
11:42:22.516188,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[P.],"220361:221779,","0
"
11:42:22.516619,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"221779:223197,","1418
"
11:42:22.517160,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"223197:224615,","46
"
11:42:22.529000,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"224615:226033,","1418
"
11:42:22.584870,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"226033:227451,","1418
"
11:42:22.585702,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"227451:228869,","1418
"
11:42:22.596738,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[P.],"228869:230287,","1418
"
11:42:22.597502,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"230287:231705,","0
"
11:42:22.598198,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"231705:233123,","1418
"
11:42:22.598335,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"233123:234541,","1418
"
11:42:22.598342,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"234541:235959,","0
"
11:42:22.598474,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"235959:237377,","1418
"
11:42:22.598477,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[P.],"237377:238795,","1418
"
11:42:22.598480,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"238795:240213,","1418
"
11:42:22.598769,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"240213:241631,","0
"
11:42:22.598919,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"241631:243049,","1418
"
11:42:22.598924,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"243049:244467,","1418
"
11:42:22.598932,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"244467:245885,","0
"
11:42:22.598934,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[P.],"245885:247303,","1418
"
11:42:22.598936,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"247303:248721,","1418
"
11:42:22.599470,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"248721:250139,","1418
"
11:42:22.599617,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"250139:251557,","0
"
11:42:22.599622,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"251557:252975,","1418
"
11:42:22.599630,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"252975:254393,","1418
"
11:42:22.599632,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"254393:255811,","1418
"
11:42:22.599634,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[P.],"255811:257229,","1418
"
11:42:22.600176,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"257229:258647,","1418
"
11:42:22.600339,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"258647:260065,","0
"
11:42:22.600345,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"260065:261483,","1418
"
11:42:22.600353,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"261483:262901,","1418
"
11:42:22.600355,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"262901:264319,","1418
"
11:42:22.600357,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"264319:265737,","1418
"
11:42:22.600361,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"265737:267155,","1418
"
11:42:22.601044,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[P.],"267155:268573,","0
"
11:42:22.601052,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"268573:269991,","1418
"
11:42:22.601206,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"269991:271409,","1418
"
11:42:22.601211,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"271409:272827,","0
"
11:42:22.601212,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[P.],"272827:274245,","1418
"
11:42:22.601214,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"274245:275663,","1418
"
11:42:22.601310,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"275663:277081,","1418
"
11:42:22.601922,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"277081:278499,","0
"
11:42:22.601927,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"278499:279917,","1418
"
11:42:22.601931,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"279917:281335,","1418
"
11:42:22.602027,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"281335:282753,","1418
"
11:42:22.602056,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"282753:284171,","1418
"
11:42:22.602058,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[P.],"284171:285589,","1418
"
11:42:22.602073,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"285589:287007,","0
"
11:42:22.602791,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"287007:288425,","1418
"
11:42:22.602920,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"288425:289843,","1418
"
11:42:22.602946,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"289843:291261,","0
"
11:42:22.602949,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"291261:292679,","1418
"
11:42:22.602951,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"292679:294097,","1418
"
11:42:22.602953,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[P.],"294097:295515,","0
"
11:42:22.602960,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"295515:296933,","1418
"
11:42:22.603658,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"296933:298351,","1418
"
11:42:22.603820,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"298351:299769,","0
"
11:42:22.603825,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"299769:301187,","1418
"
11:42:22.603833,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"301187:302605,","1418
"
11:42:22.603835,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"302605:304023,","0
"
11:42:22.603837,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"304023:305441,","1418
"
11:42:22.603964,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[P.],"305441:306859,","1418
"
11:42:22.604535,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"306859:308277,","0
"
11:42:22.604696,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"308277:309695,","1418
"
11:42:22.604702,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"309695:311113,","1418
"
11:42:22.604709,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"311113:312531,","0
"
11:42:22.604711,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"312531:313949,","1418
"
11:42:22.604713,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"313949:315367,","1418
"
11:42:22.604808,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[P.],"315367:316785,","0
"
11:42:22.605420,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"316785:318203,","1418
"
11:42:22.605426,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"318203:319621,","1418
"
11:42:22.605557,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"319621:321039,","0
"
11:42:22.605562,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"321039:322457,","1418
"
11:42:22.605564,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"322457:323875,","1418
"
11:42:22.606136,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"323875:325293,","0
"
11:42:22.606270,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"325293:326711,","1418
"
11:42:22.606433,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[P.],"326711:328129,","1418
"
11:42:22.606436,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"328129:329547,","0
"
11:42:22.606439,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"329547:330965,","1418
"
11:42:22.606440,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"330965:332383,","1418
"
11:42:22.606871,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"332383:333801,","0
"
11:42:22.610190,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"333801:335219,","1418
"
11:42:22.610333,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"335219:336637,","1418
"
11:42:22.610339,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[P.],"336637:338055,","0
"
11:42:22.610348,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"338055:339473,","1418
"
11:42:22.610350,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"339473:340891,","1418
"
11:42:22.610784,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"340891:342309,","0
"
11:42:22.610816,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"342309:343727,","1418
"
11:42:22.610915,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"343727:345145,","1418
"
11:42:22.610918,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"345145:346563,","0
"
11:42:22.610940,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"346563:347981,","1418
"
11:42:22.610942,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[P.],"347981:349399,","1418
"
11:42:22.611396,par10s38-in-f3.1e100.net.https,BP-Linux8.34862:,[.],"349399:350817,","0
"
11:42:22.611431,BP-Linux8.34862,par10s38-in-f3.1e100.net.https:,[.],"350817:352235,","1418
"
